plot,file,true_species,cluster
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4796_birch.las,birch,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4797_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4798_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4799_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4800_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4801_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4802_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4803_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4804_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4805_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4806_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4807_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4808_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4809_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4810_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4811_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4812_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4813_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4814_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4815_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4816_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4817_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4818_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4819_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4820_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4821_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4822_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4823_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4824_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4825_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4826_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4827_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4828_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4829_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4830_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4831_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4832_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4833_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4834_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4835_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4836_birch.las,birch,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4837_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4838_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4839_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4840_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4841_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4842_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4843_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4844_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4845_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4846_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4847_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4848_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4849_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4850_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4851_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4852_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4853_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4854_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4855_birch.las,birch,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4856_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4857_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4858_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4859_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4860_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4861_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4862_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4863_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4864_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4865_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4866_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4867_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4868_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4869_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4870_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4871_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4872_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4873_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4874_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4875_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4876_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4877_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4878_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4879_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4880_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4881_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4882_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4883_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4884_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4885_birch.las,birch,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4886_birch.las,birch,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4887_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4888_fir.las,fir,1
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4889_cedar.las,cedar,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4890_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4891_fir.las,fir,1
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4892_fir.las,fir,1
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4893_birch.las,birch,1
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_4894_cedar.las,cedar,5
