plot,file,true_species,cluster
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5565_fir.las,fir,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5566_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5567_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5568_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5569_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5570_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5571_cedar.las,cedar,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5572_spruce.las,spruce,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5573_fir.las,fir,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5574_fir.las,fir,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5575_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5576_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5577_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5578_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5579_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5580_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5581_fir.las,fir,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5582_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5583_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5584_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5585_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5586_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5587_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5588_birch.las,birch,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5589_spruce.las,spruce,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5590_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5591_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5592_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5593_spruce.las,spruce,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5594_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5595_fir.las,fir,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5596_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5597_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5598_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5599_cedar.las,cedar,2
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5600_spruce.las,spruce,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5601_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5602_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5603_cedar.las,cedar,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5604_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5605_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5606_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5607_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5608_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5609_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5610_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5611_fir.las,fir,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5612_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5613_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5614_cedar.las,cedar,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5615_cedar.las,cedar,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5616_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5617_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5618_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5619_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5620_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5621_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5622_spruce.las,spruce,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5623_cedar.las,cedar,1
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5624_fir.las,fir,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5625_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5626_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5627_fir.las,fir,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5628_larch.las,larch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5629_birch.las,birch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5630_fir.las,fir,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5631_birch.las,birch,3
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5632_spruce.las,spruce,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5633_cedar.las,cedar,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5634_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5635_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5636_cedar.las,cedar,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5637_fir.las,fir,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5638_fir.las,fir,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5639_cedar.las,cedar,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5640_spruce.las,spruce,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5641_spruce.las,spruce,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5642_spruce.las,spruce,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5643_fir.las,fir,5
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5644_larch.las,larch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5645_larch.las,larch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5646_larch.las,larch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5647_larch.las,larch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5648_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5649_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5650_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5651_larch.las,larch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5652_larch.las,larch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5653_larch.las,larch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5654_larch.las,larch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5655_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5656_spruce.las,spruce,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5657_larch.las,larch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5658_larch.las,larch,4
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5659_larch.las,larch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5660_birch.las,birch,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5661_cedar.las,cedar,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5662_spruce.las,spruce,0
summer_irkutsk2025/complete_CH435/complete_BUR1_CH435_PROB1_markup_GIRLS,C:\Users\Gleb\Work\OpenForest\tree-cluster\las_cylinders_5m\summer_irkutsk2025\complete_CH435\complete_BUR1_CH435_PROB1_markup_GIRLS\id_5663_cedar.las,cedar,0
